Transaction_ID,Customer_ID,Customer_Name,Gender,Age,Email,Phone_Number,Product_Category,Product_Name,Quantity,Unit_Price,Sales_Amount,Payment_Method,Sales_Rep,Branch,Order_Date,Delivery_Date,Customer_City,Customer_Status,Remarks
TX1000,CUST748,Mary Johnson,Female,150,user@gmail.com,234-801-234-5678,Electronic,Shirt,-2,₦5000,-10000,Transfer,Rep B,PH,"May 12, 2025","May 12, 2025", Abuja ,Active,@@@
TX1151,CUST518,John123,Female,25,,,Electroncs,Rice,5,2500,99999999,Crdit Card,Rep A,PH,12/05/2025,12/05/2025,LAGOS,ACTIVE,???
TX1152,CUST502,Mary_45,Female,5,test@yahoo.com,2.34801E+12,Electronic,Shirt,2,NGN 5000,-5000,Transfer,Rep B,Kano,"May 12, 2025",12-May-25,Kano,Actve,
TX1153,CUST172,Mary_45,,45,user@gmail.com,2.34801E+12,,TV,1,NGN 5000,99999999,Crdit Card,Rep A,Kano,"May 12, 2025",,LAGOS,Acitve,???
TX1154,CUST712,James Brown,Male,999,test@yahoo.com,2.34801E+12,Electronic,TV,1,₦5000,-5000,Crdit Card,,Abuja,12/05/2025,"May 12, 2025",Lagos,Active,???
TX1155,CUST468,Mary_45,Male,150,user@gmail.com,(080)12345678,Electronics,Shirt,2,"5,000",10000,Card,Rep A,Abuja,"May 12, 2025",,Lagos,Actve,***
TX1156,CUST622,Chinedu Okafor,Female,150,user@gmail.com,,Groceries,TV,3,NGN 5000,-5000,CreditCard,,Abuja,12-May-25,,lagos,active,###
TX1157,CUST896, Aisha Bello ,,25,,(080)12345678,Electroncs,Laptop,2,NGN 5000,10000,Credit Card,Rep C,Ikeja,12/05/2025,,lagos,Active,***
TX1158,CUST121,John Smith,Female,150,user@gmail.com,2.34801E+12,Electronics,Rice,-2,₦5000,-5000, Cash ,,PH,"May 12, 2025",12/05/2025,lagos,active,###
TX1159,CUST480,Chinedu Okafor,Female,999,user@gmail.com,8012345678,Electroncs,TV,3,NGN 5000,-5000,Credit Card,Rep C,Abuja,"May 12, 2025",,lagos,ACTIVE,***
TX1160,CUST593,Mary_45,Female,150,test@yahoo.com,234-801-234-5678,Groceries,Laptop,5,₦5000,25000,CreditCard,Rep B,Ikeja,12/05/2025,12/05/2025,LAGOS,active,???
TX1161,CUST511,James#9,Male,5,test@yahoo.com,2.34801E+12,,TV,1,"5,000",5000, Cash ,Rep A,Abuja,12-May-25,12/05/2025,LAGOS,Actve,@@@
TX1162,CUST243,John123,Female,45,test@yahoo.com,234-801-234-5678,Electrnics,Laptop,3,NGN 5000,99999999,Card,Rep C,Kano,"May 12, 2025","May 12, 2025",LAGOS,Actve,???
TX1163,CUST333,James Brown,Female,25,user@gmail.com,2.34801E+12,,Shirt,1,₦5000,99999999,Crdit Card,Rep A,PH,12/05/2025,12/05/2025,Lagos,ACTIVE,###
TX1164,CUST756, Aisha Bello ,Female,25,test@yahoo.com,,Electronic,Phone,10,"5,000",99999999,Credit Card,,Abuja,12/05/2025,12/05/2025, Abuja ,active,???
TX1165,CUST813,Mary_45,Male,34,test@yahoo.com,234-801-234-5678,,Rice,2,$50,10000,Credit Card,Rep B,Kano,12-May-25,12/05/2025, Abuja ,ACTIVE,@@@
TX1166,CUST824,John Smith,Male,34,test@yahoo.com,,Electroncs,Rice,3,$50,15000,CreditCard,,Kano,12/05/2025,12/05/2025,LaGoS,ACTIVE,***
TX1167,CUST269, Aisha Bello ,Male,45,test@yahoo.com,8012345678,Electronics,Rice,5,NGN 5000,25000,Crdit Card,Rep A,Ikeja,12/05/2025,"May 12, 2025",lagos,Acitve,***
TX1168,CUST599,James Brown,Male,25,,8012345678,,Laptop,10,₦5000,50000,Card,Rep B,Kano,12/05/2025,12/05/2025,Lagos,ACTIVE,???
TX1169,CUST348,James Brown,Male,34,user@gmail.com,8012345678,Electronic,Rice,5,$50,99999999,Transfer,Rep B,Ikeja,"May 12, 2025",12/05/2025,Lagos,Active,***
TX1170,CUST362,John Smith,Male,5,test@yahoo.com,,Groceries,TV,3,₦5000,-5000,CreditCard,,PH,12-May-25,, Abuja ,Acitve,???
TX1171,CUST227,John Smith,Female,25,user@gmail.com,,Electrnics,Laptop,1,2500,-5000,CreditCard,Rep B,PH,12/05/2025,,LaGoS,Actve,***
TX1172,CUST970,Chinedu Okafor,Female,34,test@yahoo.com,2.34801E+12,Electronics,Laptop,10,₦5000,50000,Credit Card,Rep C,PH,12/05/2025,12-May-25,LaGoS,Actve,***
TX1173,CUST145, Aisha Bello ,Male,25,test@yahoo.com,,Electronics,TV,3,$50,-5000,CreditCard,,PH,12/05/2025,"May 12, 2025", Abuja ,ACTIVE,***
TX1174,CUST748,John123,Male,999,test@yahoo.com,8012345678,Electroncs,Phone,-2,NGN 5000,-5000,Credit Card,Rep A,PH,12/05/2025,12-May-25,Lagos,ACTIVE,***
TX1175,CUST430,Chinedu Okafor,Male,34,user@gmail.com,8012345678,Fashion,Laptop,2,₦5000,10000,CreditCard,,Ikeja,"May 12, 2025",12/05/2025,Port Harcourt,Actve,???
TX1176,CUST621,James#9,Female,25,user@gmail.com,(080)12345678,Electronics,Laptop,1,$50,-5000, Cash ,,Abuja,12-May-25,12/05/2025,LaGoS,Actve,###
TX1177,CUST105,Chinedu Okafor,Male,45,test@yahoo.com,(080)12345678,Electroncs,Rice,1,2500,-5000,Transfer,Rep B,PH,12-May-25,12-May-25,LaGoS,Active,###
TX1178,CUST705,Mary Johnson,Male,45,user@gmail.com,8012345678,Electroncs,Phone,3,"5,000",15000,Crdit Card,Rep C,Abuja,12/05/2025,"May 12, 2025",Port Harcourt,ACTIVE,@@@
TX1179,CUST717,John123,Male,150,,2.34801E+12,Electronic,Rice,2,2500,-5000,Crdit Card,Rep A,Abuja,12/05/2025,12-May-25,Lagos,Acitve,
TX1180,CUST436, Aisha Bello ,,5,,,Electronic,TV,3,₦5000,15000,Transfer,Rep A,PH,12/05/2025,12/05/2025,LaGoS,active,###
TX1181,CUST199,John Smith,,999,test@yahoo.com,(080)12345678,Electronics,Phone,10,2500,-5000,Transfer,Rep C,PH,"May 12, 2025","May 12, 2025",Port Harcourt,Actve,***
TX1182,CUST152,James#9,Male,25,,234-801-234-5678,Electroncs,Phone,3,2500,15000,Credit Card,Rep A,Abuja,"May 12, 2025","May 12, 2025",LaGoS,ACTIVE,???
TX1183,CUST869,Mary Johnson,,150,user@gmail.com,234-801-234-5678,Electronics,Phone,1,₦5000,99999999,CreditCard,,Ikeja,12/05/2025,,lagos,Actve,
TX1184,CUST511,Mary_45,,45,test@yahoo.com,8012345678,Fashion,Laptop,10,NGN 5000,-5000,Transfer,,Abuja,12/05/2025,"May 12, 2025", Abuja ,Actve,***
TX1185,CUST578,Mary_45,Female,5,user@gmail.com,(080)12345678,Electronics,Phone,10,2500,99999999,CreditCard,Rep B,Kano,12/05/2025,12-May-25, Abuja ,Actve,???
TX1186,CUST450,Mary_45,,25,test@yahoo.com,234-801-234-5678,Electronics,Rice,3,2500,99999999, Cash ,Rep A,PH,"May 12, 2025",12/05/2025,lagos,Active,###
TX1187,CUST151,Chinedu Okafor,Male,45,user@gmail.com,8012345678,Electrnics,Shirt,10,$50,50000,Card,Rep A,PH,12/05/2025,"May 12, 2025",Port Harcourt,ACTIVE,
TX1188,CUST708,James#9,,999,test@yahoo.com,(080)12345678,,TV,5,₦5000,25000,Crdit Card,Rep C,Kano,"May 12, 2025",12/05/2025,LAGOS,ACTIVE,###
TX1189,CUST980,Chinedu Okafor,Male,999,,2.34801E+12,Groceries,TV,3,"5,000",99999999,Credit Card,,PH,12-May-25,12/05/2025,lagos,Actve,***
TX1190,CUST114,Chinedu Okafor,Female,25,user@gmail.com,8012345678,,TV,3,NGN 5000,-5000, Cash ,Rep C,Kano,12-May-25,12-May-25,lagos,active,###
TX1191,CUST918, Aisha Bello ,,25,test@yahoo.com,8012345678,Fashion,Rice,1,$50,5000,Transfer,Rep B,Abuja,12/05/2025,"May 12, 2025",LaGoS,Acitve,???
TX1192,CUST818,Mary Johnson,,5,,(080)12345678,Electrnics,TV,1,$50,5000,Card,Rep C,Kano,12-May-25,"May 12, 2025",LaGoS,Active,***
TX1193,CUST858,Mary_45,,45,user@gmail.com,2.34801E+12,Electrnics,Laptop,-2,$50,99999999, Cash ,Rep B,PH,12-May-25,12-May-25,Port Harcourt,Actve,???
TX1194,CUST615,John123,Female,999,user@gmail.com,2.34801E+12,Electroncs,Laptop,-2,$50,99999999,Crdit Card,,Kano,12/05/2025,12/05/2025,LAGOS,Acitve,###
TX1195,CUST730,John Smith,Female,34,,(080)12345678,Electrnics,TV,-2,NGN 5000,-5000,Crdit Card,,Kano,12/05/2025,12/05/2025,LAGOS,Acitve,@@@
TX1196,CUST494,John123,Female,150,,,Electroncs,TV,5,NGN 5000,-5000,Crdit Card,Rep C,Kano,12/05/2025,12/05/2025, Abuja ,Actve,###
TX1197,CUST240,James Brown,Female,25,user@gmail.com,2.34801E+12,,Rice,1,₦5000,5000, Cash ,Rep C,Abuja,"May 12, 2025",12/05/2025,lagos,active,***
TX1198,CUST951,James Brown,Female,34,user@gmail.com,,Groceries,Shirt,1,₦5000,5000,Transfer,,PH,12/05/2025,"May 12, 2025",LAGOS,Acitve,???
TX1199,CUST629,John Smith,Male,150,test@yahoo.com,,Electronics,Shirt,1,₦5000,99999999, Cash ,Rep B,PH,12/05/2025,12-May-25,lagos,Acitve,@@@
TX1000,CUST590,James#9,,34,test@yahoo.com,,Electroncs,TV,2,NGN 5000,99999999,Transfer,Rep A,Abuja,12/05/2025,"May 12, 2025",Lagos,active,###
TX1201,CUST589,Chinedu Okafor,Male,45,test@yahoo.com,,Groceries,Phone,5,₦5000,25000,Transfer,Rep C,Abuja,12-May-25,,Kano,active,
TX1202,CUST625,Mary_45,Female,5,user@gmail.com,,Fashion,Shirt,3,$50,-5000,Card,Rep C,Kano,"May 12, 2025",,Port Harcourt,Actve,@@@
TX1203,CUST302,James#9,,34,,(080)12345678,Electrnics,Shirt,3,$50,-5000,Card,Rep B,PH,12/05/2025,,Port Harcourt,Acitve,???
TX1204,CUST529,James Brown,Male,34,,234-801-234-5678,Electrnics,Shirt,1,NGN 5000,-5000,CreditCard,Rep C,Kano,12/05/2025,12/05/2025,Port Harcourt,Active,
TX1205,CUST316,Chinedu Okafor,Female,150,test@yahoo.com,(080)12345678,Electrnics,Phone,3,NGN 5000,15000,Transfer,Rep C,Kano,"May 12, 2025","May 12, 2025",LaGoS,ACTIVE,
TX1206,CUST192,John Smith,,45,user@gmail.com,2.34801E+12,Fashion,Rice,-2,"5,000",99999999,Card,,Ikeja,12/05/2025,12-May-25,LAGOS,active,***
TX1207,CUST201,John123,,5,test@yahoo.com,234-801-234-5678,Electronics,Laptop,2,₦5000,10000,Crdit Card,Rep A,Kano,12/05/2025,,lagos,Actve,@@@
TX1208,CUST191,Mary Johnson,,25,,(080)12345678,,TV,3,2500,-5000,CreditCard,,Kano,12/05/2025,,Lagos,active,@@@
TX1209,CUST449,James#9,Male,25,user@gmail.com,2.34801E+12,Electroncs,Laptop,-2,NGN 5000,99999999,Transfer,Rep C,PH,"May 12, 2025",,Kano,active,
TX1210,CUST815,James Brown,Female,45,user@gmail.com,2.34801E+12,,Phone,3,2500,99999999,Credit Card,Rep C,Abuja,12/05/2025,12-May-25,Lagos,Acitve,
TX1211,CUST632,Chinedu Okafor,,5,test@yahoo.com,(080)12345678,,TV,2,NGN 5000,-5000,Card,Rep C,Kano,"May 12, 2025",12-May-25,Lagos,Actve,???
TX1212,CUST916,Chinedu Okafor,,45,test@yahoo.com,8012345678,Electronics,TV,10,"5,000",-5000,Credit Card,Rep A,Ikeja,12-May-25,"May 12, 2025",Port Harcourt,Active,***
TX1213,CUST707,James Brown,Male,999,,8012345678,Fashion,Rice,10,$50,50000, Cash ,Rep A,Abuja,12/05/2025,,Lagos,active,***
TX1214,CUST922,Mary_45,Male,25,test@yahoo.com,8012345678,Electrnics,Laptop,5,NGN 5000,25000,CreditCard,Rep A,Ikeja,"May 12, 2025",12/05/2025, Abuja ,active,###
TX1215,CUST878,John Smith,,34,user@gmail.com,,Groceries,Shirt,10,NGN 5000,99999999,CreditCard,,Kano,"May 12, 2025",,lagos,ACTIVE,
TX1216,CUST103,Mary Johnson,Female,34,,2.34801E+12,Fashion,Rice,1,$50,99999999,Transfer,Rep B,Ikeja,12/05/2025,12/05/2025,LAGOS,ACTIVE,@@@
TX1217,CUST186,Mary Johnson,Female,34,test@yahoo.com,,Groceries,Phone,-2,₦5000,99999999, Cash ,Rep C,PH,12/05/2025,12/05/2025,Kano,ACTIVE,@@@
TX1218,CUST949,Mary Johnson,Female,45,,(080)12345678,,Shirt,1,2500,5000,Card,,PH,12/05/2025,12-May-25,Lagos,Active,***
TX1219,CUST181, Aisha Bello ,Male,34,test@yahoo.com,8012345678,Groceries,Shirt,5,"5,000",-5000,Transfer,,Abuja,"May 12, 2025",,Kano,Actve,###
TX1220,CUST199,James Brown,Male,999,,234-801-234-5678,Groceries,Rice,1,$50,-5000,CreditCard,Rep A,Ikeja,"May 12, 2025",12/05/2025,Kano,Acitve,###
TX1221,CUST587, Aisha Bello ,Female,999,user@gmail.com,234-801-234-5678,Fashion,Laptop,10,"5,000",50000,Crdit Card,Rep C,Ikeja,"May 12, 2025",12-May-25, Abuja ,Actve,???
TX1222,CUST822, Aisha Bello ,Female,25,user@gmail.com,2.34801E+12,Electronics,Laptop,1,$50,99999999,Transfer,Rep A,Kano,12/05/2025,"May 12, 2025",LAGOS,Active,@@@
TX1223,CUST217,John123,Female,25,,234-801-234-5678,Electroncs,Laptop,1,"5,000",5000,CreditCard,Rep B,PH,12/05/2025,,Lagos,ACTIVE,***
TX1224,CUST856,James Brown,Male,150,test@yahoo.com,8012345678,Groceries,TV,3,2500,-5000, Cash ,Rep A,Ikeja,12/05/2025,,Port Harcourt,active,
TX1225,CUST954,John Smith,,150,,2.34801E+12,,Shirt,10,$50,50000,Card,,PH,12-May-25,12-May-25,Port Harcourt,Actve,@@@
TX1226,CUST169,Mary_45,,999,,8012345678,Electronics,Shirt,2,$50,-5000, Cash ,Rep B,PH,"May 12, 2025",12-May-25,LAGOS,Actve,###
TX1227,CUST404,James#9,Male,45,test@yahoo.com,,,TV,5,₦5000,99999999,Transfer,Rep B,Ikeja,12/05/2025,"May 12, 2025",Kano,Active,???
TX1228,CUST745,John123,,25,user@gmail.com,(080)12345678,Electronics,Shirt,5,2500,99999999,Credit Card,Rep A,Ikeja,"May 12, 2025",,Kano,ACTIVE,###
TX1229,CUST191,Chinedu Okafor,,999,user@gmail.com,8012345678,Electrnics,Laptop,10,$50,50000, Cash ,Rep A,PH,12/05/2025,12/05/2025,LaGoS,ACTIVE,
TX1230,CUST803,John123,Female,34,user@gmail.com,2.34801E+12,Electrnics,Laptop,3,₦5000,15000, Cash ,Rep B,Kano,12/05/2025,"May 12, 2025",LaGoS,Acitve,***
TX1231,CUST339,John Smith,,45,test@yahoo.com,8012345678,,TV,-2,$50,-5000,Card,Rep C,Abuja,12/05/2025,12/05/2025,Kano,Acitve,???
TX1232,CUST284,James Brown,,150,,8012345678,Electroncs,TV,-2,NGN 5000,99999999,CreditCard,Rep A,PH,12/05/2025,,LaGoS,Acitve,@@@
TX1233,CUST239, Aisha Bello ,,999,user@gmail.com,234-801-234-5678,Electroncs,Phone,2,2500,10000, Cash ,Rep B,Ikeja,12/05/2025,"May 12, 2025",Port Harcourt,ACTIVE,@@@
TX1234,CUST174,Chinedu Okafor,Female,34,,,Electroncs,Shirt,5,₦5000,99999999,Transfer,Rep B,Abuja,12/05/2025,"May 12, 2025",LAGOS,ACTIVE,***
TX1235,CUST983,Mary_45,,999,,8012345678,Electroncs,Rice,2,₦5000,99999999,CreditCard,Rep C,Abuja,12/05/2025,12/05/2025,LaGoS,Active,###
TX1236,CUST693,Mary_45,Male,34,test@yahoo.com,2.34801E+12,Groceries,Rice,3,₦5000,-5000,Transfer,,Kano,12/05/2025,"May 12, 2025",lagos,Acitve,***
TX1237,CUST232,Mary_45,,25,,(080)12345678,Groceries,Shirt,-2,$50,99999999,Credit Card,Rep A,PH,12/05/2025,,LaGoS,Active,***
TX1238,CUST308,James Brown,,45,user@gmail.com,234-801-234-5678,Electronics,Laptop,5,₦5000,-5000,Credit Card,Rep C,Ikeja,12/05/2025,12/05/2025,Kano,Actve,@@@
TX1239,CUST332,Mary_45,,5,test@yahoo.com,8012345678,Electroncs,Laptop,10,$50,50000,CreditCard,Rep B,Abuja,12/05/2025,12/05/2025,Port Harcourt,Acitve,
TX1240,CUST424,Chinedu Okafor,Female,150,,2.34801E+12,Electrnics,Phone,5,2500,-5000,Transfer,Rep B,PH,12-May-25,"May 12, 2025",Kano,Active,###
TX1241,CUST321,John Smith,Male,150,,(080)12345678,Electrnics,Phone,2,2500,99999999,Transfer,Rep C,Kano,12/05/2025,"May 12, 2025", Abuja ,Actve,
TX1242,CUST726,Chinedu Okafor,,25,,2.34801E+12,Groceries,Rice,3,₦5000,-5000,CreditCard,Rep B,Kano,12/05/2025,12/05/2025, Abuja ,ACTIVE,###
TX1243,CUST484,John123,,150,test@yahoo.com,2.34801E+12,Fashion,Phone,1,"5,000",-5000, Cash ,,Kano,12/05/2025,12/05/2025, Abuja ,Active,???
TX1244,CUST231,John123,Female,34,,2.34801E+12,Electronics,Shirt,3,₦5000,99999999,CreditCard,Rep A,PH,12/05/2025,12/05/2025, Abuja ,Acitve,@@@
TX1245,CUST189,Mary_45,Female,25,,(080)12345678,,TV,3,$50,15000,Transfer,Rep C,Abuja,12-May-25,"May 12, 2025",Lagos,Actve,@@@
TX1246,CUST462,James#9,Female,999,test@yahoo.com,2.34801E+12,,Laptop,10,NGN 5000,99999999,Credit Card,Rep B,Kano,12/05/2025,12/05/2025,Kano,Active,###
TX1247,CUST765,James Brown,Male,25,user@gmail.com,(080)12345678,Electroncs,TV,5,₦5000,99999999,CreditCard,,Abuja,"May 12, 2025",12/05/2025,Port Harcourt,Active,###
TX1248,CUST373,Mary Johnson,,34,user@gmail.com,2.34801E+12,Electronic,Shirt,10,"5,000",50000,Card,Rep A,Abuja,"May 12, 2025",,Lagos,ACTIVE,###
TX1249,CUST427,Chinedu Okafor,Female,25,test@yahoo.com,,Electrnics,Shirt,5,NGN 5000,25000,Credit Card,,PH,12-May-25,12-May-25,LAGOS,Actve,###
TX1000,CUST191,James Brown,Male,150,user@gmail.com,8012345678,Electroncs,Rice,10,2500,50000,Crdit Card,Rep A,Abuja,12-May-25,"May 12, 2025",LAGOS,active,***
TX1251,CUST549, Aisha Bello ,Female,5,,(080)12345678,Groceries,Laptop,5,$50,-5000,Crdit Card,Rep C,Kano,12/05/2025,12-May-25, Abuja ,Acitve,###
TX1252,CUST887,James Brown,,45,user@gmail.com,234-801-234-5678,Electronic,Shirt,2,2500,99999999,Crdit Card,Rep B,Abuja,12-May-25,12/05/2025, Abuja ,Actve,###
TX1253,CUST316, Aisha Bello ,Female,34,,,Electrnics,Rice,1,$50,99999999,Card,Rep A,Abuja,12/05/2025,, Abuja ,Actve,###
TX1254,CUST708,John Smith,Female,45,test@yahoo.com,2.34801E+12,Electroncs,Laptop,3,$50,-5000,Card,Rep A,Abuja,12-May-25,12/05/2025,LAGOS,active,
TX1255,CUST458,Mary Johnson,,34,user@gmail.com,8012345678,Fashion,Rice,2,"5,000",99999999,CreditCard,Rep A,Kano,"May 12, 2025",12/05/2025,Kano,Active,***
TX1256,CUST382,John Smith,Female,5,user@gmail.com,2.34801E+12,Electroncs,Laptop,3,₦5000,99999999,CreditCard,Rep C,Kano,12/05/2025,12/05/2025,lagos,Active,
TX1257,CUST325,Mary Johnson,Male,45,test@yahoo.com,,Electrnics,Rice,-2,$50,-5000,Credit Card,Rep A,Kano,"May 12, 2025",,LAGOS,Active,???
TX1258,CUST686,John Smith,,34,test@yahoo.com,2.34801E+12,Electronics,Laptop,-2,$50,-5000,Card,Rep A,PH,"May 12, 2025",12/05/2025,LaGoS,Acitve,***
TX1259,CUST701,James#9,Female,25,test@yahoo.com,,Electronic,Rice,3,NGN 5000,15000,Card,Rep C,Kano,12/05/2025,"May 12, 2025", Abuja ,active,***
TX1260,CUST592,Mary Johnson,Female,34,,(080)12345678,Fashion,Rice,3,2500,99999999, Cash ,Rep A,Abuja,"May 12, 2025",,lagos,Acitve,###
TX1261,CUST504,John Smith,,999,user@gmail.com,234-801-234-5678,Electronics,Laptop,2,₦5000,10000,Credit Card,Rep B,Ikeja,12/05/2025,12/05/2025,LAGOS,Acitve,###
TX1262,CUST415,Mary Johnson,Female,999,test@yahoo.com,8012345678,Electroncs,Laptop,2,₦5000,-5000,Credit Card,Rep C,PH,"May 12, 2025",12/05/2025,lagos,active,
TX1263,CUST322,James#9,Female,5,user@gmail.com,,,TV,3,$50,-5000, Cash ,Rep B,Kano,12-May-25,"May 12, 2025",Lagos,ACTIVE,???
TX1264,CUST212,John123,Male,150,,(080)12345678,Electrnics,TV,1,₦5000,99999999,Transfer,Rep C,Abuja,"May 12, 2025",12-May-25, Abuja ,ACTIVE,???
TX1265,CUST827, Aisha Bello ,Female,34,test@yahoo.com,8012345678,Groceries,Phone,3,NGN 5000,15000,CreditCard,Rep C,Abuja,12/05/2025,12/05/2025,lagos,Active,@@@
TX1266,CUST659,James Brown,Male,5,test@yahoo.com,(080)12345678,Electrnics,Rice,-2,₦5000,-5000,Transfer,Rep C,Kano,12/05/2025,"May 12, 2025",lagos,active,@@@
TX1267,CUST163,John123,,45,test@yahoo.com,234-801-234-5678,Electronic,Shirt,-2,2500,-10000,CreditCard,Rep C,Ikeja,12/05/2025,12/05/2025, Abuja ,active,
TX1268,CUST866,Chinedu Okafor,Male,999,user@gmail.com,8012345678,Electroncs,Phone,3,$50,-5000,CreditCard,Rep B,PH,"May 12, 2025",12-May-25,LAGOS,Actve,
TX1269,CUST606, Aisha Bello ,Female,150,,(080)12345678,Fashion,Laptop,3,₦5000,-5000,Credit Card,Rep C,Abuja,12/05/2025,12/05/2025, Abuja ,Active,@@@
TX1270,CUST774,Mary_45,Male,25,user@gmail.com,(080)12345678,,Rice,-2,"5,000",-10000, Cash ,Rep C,Kano,12/05/2025,,Kano,ACTIVE,***
TX1271,CUST702,Mary_45,Male,45,user@gmail.com,8012345678,Fashion,Shirt,5,2500,99999999,Transfer,Rep C,Abuja,12/05/2025,12-May-25,Port Harcourt,active,
TX1272,CUST928,James#9,Male,150,test@yahoo.com,,Electrnics,TV,5,₦5000,99999999,Card,Rep B,Ikeja,12/05/2025,12/05/2025,Port Harcourt,Active,???
TX1273,CUST527,John Smith,,34,,2.34801E+12,Electrnics,Laptop,2,2500,10000,Credit Card,Rep B,Ikeja,12/05/2025,,LaGoS,Actve,
TX1274,CUST912,Chinedu Okafor,Male,25,,,Fashion,Laptop,1,₦5000,99999999,Credit Card,Rep C,Kano,12/05/2025,,Port Harcourt,Active,***
TX1275,CUST738,Mary Johnson,Male,34,,,,Phone,1,₦5000,99999999,CreditCard,,Ikeja,12-May-25,12/05/2025,Lagos,ACTIVE,***
TX1276,CUST187, Aisha Bello ,Male,5,,8012345678,Electrnics,TV,5,"5,000",-5000,Crdit Card,Rep C,PH,12/05/2025,12-May-25,LaGoS,Active,@@@
TX1277,CUST783,Mary_45,Male,5,,2.34801E+12,Electrnics,Rice,1,$50,5000,CreditCard,Rep B,Ikeja,12-May-25,"May 12, 2025",lagos,active,***
TX1278,CUST460,John Smith,Female,34,user@gmail.com,234-801-234-5678,Groceries,Shirt,10,₦5000,50000,Card,,Kano,12-May-25,,Kano,Acitve,???
TX1279,CUST149,Mary Johnson,Female,999,test@yahoo.com,2.34801E+12,Electrnics,Shirt,3,$50,15000,CreditCard,Rep A,PH,12/05/2025,, Abuja ,Actve,@@@
TX1280,CUST881,Mary_45,Female,25,,8012345678,Electrnics,Rice,-2,$50,-5000, Cash ,Rep B,Kano,12/05/2025,,lagos,Acitve,***
TX1281,CUST309,James Brown,Male,25,,,Electroncs,TV,2,$50,10000,Credit Card,Rep C,PH,"May 12, 2025",,Kano,Actve,???
TX1282,CUST553,John123,Female,25,test@yahoo.com,8012345678,Electronic,Laptop,1,NGN 5000,-5000,Card,Rep C,PH,12/05/2025,"May 12, 2025",Lagos,active,###
TX1283,CUST468, Aisha Bello ,Male,5,,8012345678,Fashion,Shirt,-2,2500,-10000,Card,Rep A,Kano,12/05/2025,12/05/2025,Port Harcourt,Active,***
TX1284,CUST418, Aisha Bello ,Female,5,,,Fashion,Phone,3,2500,-5000,CreditCard,Rep A,Abuja,"May 12, 2025",,LaGoS,ACTIVE,
TX1285,CUST625,John123,,5,test@yahoo.com,8012345678,Fashion,Laptop,10,"5,000",99999999,Crdit Card,Rep C,Kano,"May 12, 2025",,Kano,Active,###
TX1286,CUST274,Chinedu Okafor,,25,,8012345678,Electronic,Rice,3,NGN 5000,-5000,Credit Card,Rep C,PH,12/05/2025,, Abuja ,Acitve,***
TX1287,CUST342,James Brown,,999,test@yahoo.com,,Electroncs,Shirt,5,"5,000",99999999,Card,Rep C,Abuja,12/05/2025,,Port Harcourt,Active,***
TX1288,CUST159,Chinedu Okafor,,34,,(080)12345678,Fashion,Shirt,-2,NGN 5000,-5000, Cash ,Rep A,Kano,12/05/2025,"May 12, 2025", Abuja ,active,???
TX1289,CUST322,Mary_45,Male,999,test@yahoo.com,,Electrnics,Phone,10,"5,000",99999999,Crdit Card,Rep A,PH,12-May-25,12/05/2025,lagos,active,???
TX1290,CUST875,Chinedu Okafor,,5,test@yahoo.com,2.34801E+12,Electronics,Shirt,5,NGN 5000,25000, Cash ,Rep A,Ikeja,"May 12, 2025",,Port Harcourt,Acitve,***
TX1291,CUST923,Chinedu Okafor,,45,user@gmail.com,,Electronics,Shirt,1,2500,-5000,Credit Card,Rep A,Abuja,12-May-25,12-May-25,Kano,Acitve,@@@
TX1292,CUST517,John Smith,Male,5,user@gmail.com,(080)12345678,Electrnics,Rice,-2,"5,000",99999999, Cash ,,Abuja,12/05/2025,, Abuja ,active,***
TX1293,CUST296,Mary_45,Female,45,user@gmail.com,,Electronic,TV,1,₦5000,-5000, Cash ,Rep C,Kano,12/05/2025,"May 12, 2025",LaGoS,Active,???
TX1294,CUST947,John Smith,,45,,234-801-234-5678,Electronic,TV,-2,₦5000,-10000,Card,Rep B,Ikeja,12-May-25,,Lagos,Acitve,@@@
TX1295,CUST353,James#9,Female,5,user@gmail.com,,Electronic,Rice,10,₦5000,-5000, Cash ,Rep A,Ikeja,12/05/2025,12/05/2025,LaGoS,Active,@@@
TX1296,CUST691,James#9,Female,34,user@gmail.com,8012345678,Fashion,Shirt,3,$50,15000,Credit Card,,PH,12-May-25,,lagos,active,@@@
TX1297,CUST868,James#9,Female,150,,(080)12345678,Electrnics,Rice,5,2500,-5000,CreditCard,Rep B,Abuja,"May 12, 2025",12/05/2025,LaGoS,Acitve,###
TX1298,CUST230,Mary_45,,45,test@yahoo.com,8012345678,Electroncs,Shirt,2,2500,99999999,CreditCard,Rep C,Kano,12/05/2025,12/05/2025, Abuja ,active,???
TX1299,CUST862,John123,Female,25,test@yahoo.com,8012345678,Groceries,Phone,10,₦5000,50000,Credit Card,Rep B,Kano,12/05/2025,12/05/2025,Kano,ACTIVE,***
TX1000,CUST570, Aisha Bello ,Male,5,test@yahoo.com,234-801-234-5678,Fashion,TV,10,"5,000",-5000, Cash ,Rep A,PH,"May 12, 2025",12/05/2025,lagos,Active,
TX1301,CUST284,Mary Johnson,Male,150,test@yahoo.com,2.34801E+12,Fashion,Rice,5,"5,000",99999999,CreditCard,,Abuja,12/05/2025,12-May-25,Kano,Actve,???
